749)swap count : 14430, And comparison : 7215
750)swap count : 14452, And comparison : 7226
751)swap count : 14474, And comparison : 7237
752)swap count : 14496, And comparison : 7248
753)swap count : 14518, And comparison : 7259
754)swap count : 14540, And comparison : 7270
755)swap count : 14562, And comparison : 7281
756)swap count : 14584, And comparison : 7292
757)swap count : 14606, And comparison : 7303
758)swap count : 14628, And comparison : 7314
759)swap count : 14650, And comparison : 7325
760)swap count : 14672, And comparison : 7336
761)swap count : 14694, And comparison : 7347
762)swap count : 14716, And comparison : 7358
763)swap count : 14738, And comparison : 7369
764)swap count : 14760, And comparison : 7380
765)swap count : 14782, And comparison : 7391
766)swap count : 14804, And comparison : 7402
767)swap count : 14826, And comparison : 7413
768)swap count : 14848, And comparison : 7424
769)swap count : 14870, And comparison : 7435
770)swap count : 14892, And comparison : 7446
771)swap count : 14914, And comparison : 7457
772)swap count : 14936, And comparison : 7468
773)swap count : 14958, And comparison : 7479
774)swap count : 14980, And comparison : 7490
775)swap count : 15002, And comparison : 7501
776)swap count : 15024, And comparison : 7512
777)swap count : 15046, And comparison : 7523
778)swap count : 15068, And comparison : 7534
779)swap count : 15090, And comparison : 7545
780)swap count : 15112, And comparison : 7556
781)swap count : 15134, And comparison : 7567
782)swap count : 15156, And comparison : 7578
783)swap count : 15178, And comparison : 7589
784)swap count : 15200, And comparison : 7600
785)swap count : 15222, And comparison : 7611
786)swap count : 15244, And comparison : 7622
787)swap count : 15266, And comparison : 7633
788)swap count : 15288, And comparison : 7644
789)swap count : 15310, And comparison : 7655
790)swap count : 15332, And comparison : 7666
791)swap count : 15354, And comparison : 7677
792)swap count : 15376, And comparison : 7688
793)swap count : 15398, And comparison : 7699
794)swap count : 15420, And comparison : 7710
795)swap count : 15442, And comparison : 7721
796)swap count : 15464, And comparison : 7732
797)swap count : 15486, And comparison : 7743
798)swap count : 15508, And comparison : 7754
799)swap count : 15530, And comparison : 7765
800)swap count : 15552, And comparison : 7776
801)swap count : 15574, And comparison : 7787
802)swap count : 15596, And comparison : 7798
803)swap count : 15618, And comparison : 7809
804)swap count : 15640, And comparison : 7820
805)swap count : 15662, And comparison : 7831
806)swap count : 15684, And comparison : 7842
807)swap count : 15706, And comparison : 7853
808)swap count : 15728, And comparison : 7864
809)swap count : 15750, And comparison : 7875
810)swap count : 15772, And comparison : 7886
811)swap count : 15794, And comparison : 7897
812)swap count : 15816, And comparison : 7908
813)swap count : 15838, And comparison : 7919
814)swap count : 15860, And comparison : 7930
815)swap count : 15882, And comparison : 7941
816)swap count : 15904, And comparison : 7952
817)swap count : 15926, And comparison : 7963
818)swap count : 15948, And comparison : 7974
819)swap count : 15970, And comparison : 7985
820)swap count : 15992, And comparison : 7996
821)swap count : 16014, And comparison : 8007
822)swap count : 16036, And comparison : 8018
823)swap count : 16058, And comparison : 8029
824)swap count : 16080, And comparison : 8040
825)swap count : 16102, And comparison : 8051
826)swap count : 16124, And comparison : 8062
827)swap count : 16146, And comparison : 8073
828)swap count : 16168, And comparison : 8084
829)swap count : 16190, And comparison : 8095
830)swap count : 16212, And comparison : 8106
831)swap count : 16234, And comparison : 8117
832)swap count : 16256, And comparison : 8128
833)swap count : 16278, And comparison : 8139
834)swap count : 16300, And comparison : 8150
835)swap count : 16322, And comparison : 8161
836)swap count : 16344, And comparison : 8172
837)swap count : 16366, And comparison : 8183
838)swap count : 16388, And comparison : 8194
839)swap count : 16410, And comparison : 8205
840)swap count : 16432, And comparison : 8216
841)swap count : 16454, And comparison : 8227
842)swap count : 16476, And comparison : 8238
843)swap count : 16498, And comparison : 8249
844)swap count : 16520, And comparison : 8260
845)swap count : 16542, And comparison : 8271
846)swap count : 16564, And comparison : 8282
847)swap count : 16586, And comparison : 8293
848)swap count : 16608, And comparison : 8304
849)swap count : 16630, And comparison : 8315
850)swap count : 16652, And comparison : 8326
851)swap count : 16674, And comparison : 8337
852)swap count : 16696, And comparison : 8348
853)swap count : 16718, And comparison : 8359
854)swap count : 16740, And comparison : 8370
855)swap count : 16762, And comparison : 8381
856)swap count : 16784, And comparison : 8392
857)swap count : 16806, And comparison : 8403
858)swap count : 16828, And comparison : 8414
859)swap count : 16850, And comparison : 8425
860)swap count : 16872, And comparison : 8436
861)swap count : 16894, And comparison : 8447
862)swap count : 16916, And comparison : 8458
863)swap count : 16938, And comparison : 8469
864)swap count : 16960, And comparison : 8480
865)swap count : 16982, And comparison : 8491
866)swap count : 17004, And comparison : 8502
867)swap count : 17026, And comparison : 8513
868)swap count : 17048, And comparison : 8524
869)swap count : 17070, And comparison : 8535
870)swap count : 17092, And comparison : 8546
871)swap count : 17114, And comparison : 8557
872)swap count : 17136, And comparison : 8568
873)swap count : 17158, And comparison : 8579
874)swap count : 17180, And comparison : 8590
875)swap count : 17202, And comparison : 8601
876)swap count : 17224, And comparison : 8612
877)swap count : 17246, And comparison : 8623
878)swap count : 17268, And comparison : 8634
879)swap count : 17290, And comparison : 8645
880)swap count : 17312, And comparison : 8656
881)swap count : 17334, And comparison : 8667
882)swap count : 17356, And comparison : 8678
883)swap count : 17378, And comparison : 8689
884)swap count : 17400, And comparison : 8700
885)swap count : 17422, And comparison : 8711
886)swap count : 17444, And comparison : 8722
887)swap count : 17466, And comparison : 8733
888)swap count : 17488, And comparison : 8744
889)swap count : 17510, And comparison : 8755
890)swap count : 17532, And comparison : 8766
891)swap count : 17554, And comparison : 8777
892)swap count : 17576, And comparison : 8788
893)swap count : 17598, And comparison : 8799
894)swap count : 17620, And comparison : 8810
895)swap count : 17642, And comparison : 8821
896)swap count : 17664, And comparison : 8832
897)swap count : 17686, And comparison : 8843
898)swap count : 17708, And comparison : 8854
899)swap count : 17730, And comparison : 8865
900)swap count : 17752, And comparison : 8876
901)swap count : 17774, And comparison : 8887
902)swap count : 17796, And comparison : 8898
903)swap count : 17818, And comparison : 8909
904)swap count : 17840, And comparison : 8920
905)swap count : 17862, And comparison : 8931
906)swap count : 17884, And comparison : 8942
907)swap count : 17906, And comparison : 8953
908)swap count : 17928, And comparison : 8964
909)swap count : 17950, And comparison : 8975
910)swap count : 17972, And comparison : 8986
911)swap count : 17994, And comparison : 8997
912)swap count : 18016, And comparison : 9008
913)swap count : 18038, And comparison : 9019
914)swap count : 18060, And comparison : 9030
915)swap count : 18082, And comparison : 9041
916)swap count : 18104, And comparison : 9052
917)swap count : 18126, And comparison : 9063
918)swap count : 18148, And comparison : 9074
919)swap count : 18170, And comparison : 9085
920)swap count : 18192, And comparison : 9096
921)swap count : 18214, And comparison : 9107
922)swap count : 18236, And comparison : 9118
923)swap count : 18258, And comparison : 9129
924)swap count : 18280, And comparison : 9140
925)swap count : 18302, And comparison : 9151
926)swap count : 18324, And comparison : 9162
927)swap count : 18346, And comparison : 9173
928)swap count : 18368, And comparison : 9184
929)swap count : 18390, And comparison : 9195
930)swap count : 18412, And comparison : 9206
931)swap count : 18434, And comparison : 9217
932)swap count : 18456, And comparison : 9228
933)swap count : 18478, And comparison : 9239
934)swap count : 18500, And comparison : 9250
935)swap count : 18522, And comparison : 9261
936)swap count : 18544, And comparison : 9272
937)swap count : 18566, And comparison : 9283
938)swap count : 18588, And comparison : 9294
939)swap count : 18610, And comparison : 9305
940)swap count : 18632, And comparison : 9316
941)swap count : 18654, And comparison : 9327
942)swap count : 18676, And comparison : 9338
943)swap count : 18698, And comparison : 9349
944)swap count : 18720, And comparison : 9360
945)swap count : 18742, And comparison : 9371
946)swap count : 18764, And comparison : 9382
947)swap count : 18786, And comparison : 9393
948)swap count : 18808, And comparison : 9404
949)swap count : 18830, And comparison : 9415
950)swap count : 18852, And comparison : 9426
951)swap count : 18874, And comparison : 9437
952)swap count : 18896, And comparison : 9448
953)swap count : 18918, And comparison : 9459
954)swap count : 18940, And comparison : 9470
955)swap count : 18962, And comparison : 9481
956)swap count : 18984, And comparison : 9492
957)swap count : 19006, And comparison : 9503
958)swap count : 19028, And comparison : 9514
959)swap count : 19050, And comparison : 9525
960)swap count : 19072, And comparison : 9536
961)swap count : 19094, And comparison : 9547
962)swap count : 19116, And comparison : 9558
963)swap count : 19138, And comparison : 9569
964)swap count : 19160, And comparison : 9580
965)swap count : 19182, And comparison : 9591
966)swap count : 19204, And comparison : 9602
967)swap count : 19226, And comparison : 9613
968)swap count : 19248, And comparison : 9624
969)swap count : 19270, And comparison : 9635
970)swap count : 19292, And comparison : 9646
971)swap count : 19314, And comparison : 9657
972)swap count : 19336, And comparison : 9668
973)swap count : 19358, And comparison : 9679
974)swap count : 19380, And comparison : 9690
975)swap count : 19402, And comparison : 9701
976)swap count : 19424, And comparison : 9712
977)swap count : 19446, And comparison : 9723
978)swap count : 19468, And comparison : 9734
979)swap count : 19490, And comparison : 9745
980)swap count : 19512, And comparison : 9756
981)swap count : 19534, And comparison : 9767
982)swap count : 19556, And comparison : 9778
983)swap count : 19578, And comparison : 9789
984)swap count : 19600, And comparison : 9800
985)swap count : 19622, And comparison : 9811
986)swap count : 19644, And comparison : 9822
987)swap count : 19666, And comparison : 9833
988)swap count : 19688, And comparison : 9844
989)swap count : 19710, And comparison : 9855
990)swap count : 19732, And comparison : 9866
991)swap count : 19754, And comparison : 9877
992)swap count : 19776, And comparison : 9888
993)swap count : 19798, And comparison : 9899
994)swap count : 19820, And comparison : 9910
995)swap count : 19842, And comparison : 9921
996)swap count : 19864, And comparison : 9932
997)swap count : 19886, And comparison : 9943
998)swap count : 19908, And comparison : 9954
999)swap count : 19930, And comparison : 9965
1000)swap count : 19952, And comparison : 9976
